id,name,common_name,supercategory,kingdom,phylum,class,order,family,genus,specific_epithet,image_dir_name
586,Kleidocerys resedae,Birch Catkin Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,resedae,00586_Animalia_Arthropoda_Insecta_Hemiptera_Lygaeidae_Kleidocerys_resedae
587,Lygaeus equestris,Black-and-Red Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Lygaeus,equestris,00587_Animalia_Arthropoda_Insecta_Hemiptera_Lygaeidae_Lygaeus_equestris
588,Lygaeus kalmii,Common Milkweed Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Lygaeus,kalmii,00588_Animalia_Arthropoda_Insecta_Hemiptera_Lygaeidae_Lygaeus_kalmii
589,Lygaeus turcicus,False Milkweed Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Lygaeus,turcicus,00589_Animalia_Arthropoda_Insecta_Hemiptera_Lygaeidae_Lygaeus_turcicus
590,Melacoryphus lateralis,Charcoal Seed Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Melacoryphus,lateralis,00590_Animalia_Arthropoda_Insecta_Hemiptera_Lygaeidae_Melacoryphus_lateralis
591,Neacoryphus bicrucis,White-crossed Seed Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Neacoryphus,bicrucis,00591_Animalia_Arthropoda_Insecta_Hemiptera_Lygaeidae_Neacoryphus_bicrucis
592,Oncopeltus fasciatus,Large Milkweed Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Oncopeltus,fasciatus,00592_Animalia_Arthropoda_Insecta_Hemiptera_Lygaeidae_Oncopeltus_fasciatus
593,Spilostethus pandurus,Spilostethus pandurus,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Spilostethus,pandurus,00593_Animalia_Arthropoda_Insecta_Hemiptera_Lygaeidae_Spilostethus_pandurus
594,Spilostethus saxatilis,Spilostethus saxatilis,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Spilostethus,saxatilis,00594_Animalia_Arthropoda_Insecta_Hemiptera_Lygaeidae_Spilostethus_saxatilis
595,Entylia carinata,Keeled Treehopper,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Entylia,carinata,00595_Animalia_Arthropoda_Insecta_Hemiptera_Membracidae_Entylia_carinata
596,Membracis mexicana,Mexican Treehopper,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Membracis,mexicana,00596_Animalia_Arthropoda_Insecta_Hemiptera_Membracidae_Membracis_mexicana
597,Adelphocoris lineolatus,Alfalfa Plant Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Adelphocoris,lineolatus,00597_Animalia_Arthropoda_Insecta_Hemiptera_Miridae_Adelphocoris_lineolatus
598,Closterotomus norwegicus,Potato Mirid,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Closterotomus,norwegicus,00598_Animalia_Arthropoda_Insecta_Hemiptera_Miridae_Closterotomus_norwegicus
599,Deraeocoris ruber,Deraeocoris ruber,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Deraeocoris,ruber,00599_Animalia_Arthropoda_Insecta_Hemiptera_Miridae_Deraeocoris_ruber
600,Leptopterna dolabrata,Meadow Plant Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Leptopterna,dolabrata,00600_Animalia_Arthropoda_Insecta_Hemiptera_Miridae_Leptopterna_dolabrata
601,Lygus lineolaris,North American Tarnished Plant Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,lineolaris,00601_Animalia_Arthropoda_Insecta_Hemiptera_Miridae_Lygus_lineolaris
602,Poecilocapsus lineatus,Four-lined Plant Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Poecilocapsus,lineatus,00602_Animalia_Arthropoda_Insecta_Hemiptera_Miridae_Poecilocapsus_lineatus
603,Stenotus binotatus,Two-spotted Grass Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Stenotus,binotatus,00603_Animalia_Arthropoda_Insecta_Hemiptera_Miridae_Stenotus_binotatus
604,Nepa cinerea,Water Scorpion,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Nepidae,Nepa,cinerea,00604_Animalia_Arthropoda_Insecta_Hemiptera_Nepidae_Nepa_cinerea
605,Oxycarenus lavaterae,Lime seed bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Oxycarenidae,Oxycarenus,lavaterae,00605_Animalia_Arthropoda_Insecta_Hemiptera_Oxycarenidae_Oxycarenus_lavaterae
606,Aelia acuminata,Bishop's Mitre Shield Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Aelia,acuminata,00606_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Aelia_acuminata
607,Bagrada hilaris,Bagrada Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Bagrada,hilaris,00607_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Bagrada_hilaris
608,Banasa dimidiata,Green Burgundy Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Banasa,dimidiata,00608_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Banasa_dimidiata
609,Banasa euchlora,Juniper Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Banasa,euchlora,00609_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Banasa_euchlora
610,Carpocoris fuscispinus,Carpocoris fuscispinus,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Carpocoris,fuscispinus,00610_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Carpocoris_fuscispinus
611,Carpocoris mediterraneus,Red Shield Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Carpocoris,mediterraneus,00611_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Carpocoris_mediterraneus
612,Carpocoris purpureipennis,Black-shouldered Shieldbug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Carpocoris,purpureipennis,00612_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Carpocoris_purpureipennis
613,Chinavia hilaris,Green Stinkbug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Chinavia,hilaris,00613_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Chinavia_hilaris
614,Chlorochroa ligata,Conchuela Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Chlorochroa,ligata,00614_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Chlorochroa_ligata
615,Chlorochroa sayi,Say's Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Chlorochroa,sayi,00615_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Chlorochroa_sayi
616,Cosmopepla lintneriana,Twice-stabbed Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Cosmopepla,lintneriana,00616_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Cosmopepla_lintneriana
617,Dolycoris baccarum,Sloe Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Dolycoris,baccarum,00617_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Dolycoris_baccarum
618,Erthesina fullo,Yellow-spotted Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Erthesina,fullo,00618_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Erthesina_fullo
619,Eurydema oleracea,Rape Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Eurydema,oleracea,00619_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Eurydema_oleracea
620,Eurydema ornata,red cabbage bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Eurydema,ornata,00620_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Eurydema_ornata
621,Euschistus servus,Brown Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Euschistus,servus,00621_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Euschistus_servus
622,Euschistus tristigmus,Dusky Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Euschistus,tristigmus,00622_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Euschistus_tristigmus
623,Euthyrhynchus floridanus,Florida Predatory Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Euthyrhynchus,floridanus,00623_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Euthyrhynchus_floridanus
624,Graphosoma italicum,European Striped Shield Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Graphosoma,italicum,00624_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Graphosoma_italicum
625,Graphosoma semipunctatum,Semipunctated Shield Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Graphosoma,semipunctatum,00625_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Graphosoma_semipunctatum
626,Halyomorpha halys,Brown Marmorated Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,halys,00626_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Halyomorpha_halys
627,Menecles insertus,Elf Shoe Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Menecles,insertus,00627_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Menecles_insertus
628,Mormidea lugens,Mormidea lugens,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Mormidea,lugens,00628_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Mormidea_lugens
629,Murgantia histrionica,Harlequin Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Murgantia,histrionica,00629_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Murgantia_histrionica
630,Nezara viridula,Southern Green Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Nezara,viridula,00630_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Nezara_viridula
631,Oebalus pugnax,Rice Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Oebalus,pugnax,00631_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Oebalus_pugnax
632,Palomena prasina,Green Shield Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Palomena,prasina,00632_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Palomena_prasina
633,Pentatoma rufipes,Forest Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Pentatoma,rufipes,00633_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Pentatoma_rufipes
634,Peribalus strictus,Vernal Shield Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Peribalus,strictus,00634_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Peribalus_strictus
635,Picromerus bidens,Spiny Shield Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Picromerus,bidens,00635_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Picromerus_bidens
636,Piezodorus lituratus,Gorse Shield Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Piezodorus,lituratus,00636_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Piezodorus_lituratus
637,Proxys punctulatus,Black Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Proxys,punctulatus,00637_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Proxys_punctulatus
638,Rhaphigaster nebulosa,Mottled Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Rhaphigaster,nebulosa,00638_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Rhaphigaster_nebulosa
639,Stiretrus anchorago,Anchor Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Stiretrus,anchorago,00639_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Stiretrus_anchorago
640,Thyanta custator,Red-shouldered Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Thyanta,custator,00640_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Thyanta_custator
641,Daktulosphaira vitifoliae,grape phylloxera,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Phylloxeridae,Daktulosphaira,vitifoliae,00641_Animalia_Arthropoda_Insecta_Hemiptera_Phylloxeridae_Daktulosphaira_vitifoliae
642,Megacopta cribraria,Bean Plataspid Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Plataspidae,Megacopta,cribraria,00642_Animalia_Arthropoda_Insecta_Hemiptera_Plataspidae_Megacopta_cribraria
643,Dindymus versicolor,Harlequin Red Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Dindymus,versicolor,00643_Animalia_Arthropoda_Insecta_Hemiptera_Pyrrhocoridae_Dindymus_versicolor
644,Dysdercus cingulatus,Indian Cotton Stainer,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Dysdercus,cingulatus,00644_Animalia_Arthropoda_Insecta_Hemiptera_Pyrrhocoridae_Dysdercus_cingulatus
645,Pyrrhocoris apterus,Firebug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Pyrrhocoris,apterus,00645_Animalia_Arthropoda_Insecta_Hemiptera_Pyrrhocoridae_Pyrrhocoris_apterus
646,Scantius aegyptius,Mediterranean red bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Scantius,aegyptius,00646_Animalia_Arthropoda_Insecta_Hemiptera_Pyrrhocoridae_Scantius_aegyptius
647,Apiomerus californicus,California Bee Assassin,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Apiomerus,californicus,00647_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Apiomerus_californicus
648,Apiomerus spissipes,Apiomerus spissipes,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Apiomerus,spissipes,00648_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Apiomerus_spissipes
649,Arilus cristatus,Wheel Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Arilus,cristatus,00649_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Arilus_cristatus
650,Melanolestes picipes,Black Corsair,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Melanolestes,picipes,00650_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Melanolestes_picipes
651,Phymata americana,Jagged Ambush Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Phymata,americana,00651_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Phymata_americana
652,Pselliopus barberi,Orange Assassin Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Pselliopus,barberi,00652_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Pselliopus_barberi
653,Rasahus hamatus,Rasahus hamatus,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Rasahus,hamatus,00653_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Rasahus_hamatus
654,Reduvius personatus,Masked Hunter,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Reduvius,personatus,00654_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Reduvius_personatus
655,Repipta taurus,Red Bull Assassin,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Repipta,taurus,00655_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Repipta_taurus
656,Zelus longipes,Milkweed Assassin Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,longipes,00656_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Zelus_longipes
657,Zelus luridus,Pale Green Assassin Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,luridus,00657_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Zelus_luridus
658,Zelus renardii,Leafhopper Assassin Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,renardii,00658_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Zelus_renardii
659,Zelus tetracanthus,Four-spurred Assassin Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,tetracanthus,00659_Animalia_Arthropoda_Insecta_Hemiptera_Reduviidae_Zelus_tetracanthus
660,Boisea rubrolineata,Western Box Elder Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Boisea,rubrolineata,00660_Animalia_Arthropoda_Insecta_Hemiptera_Rhopalidae_Boisea_rubrolineata
661,Boisea trivittata,Eastern Boxelder Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Boisea,trivittata,00661_Animalia_Arthropoda_Insecta_Hemiptera_Rhopalidae_Boisea_trivittata
662,Corizus hyoscyami,Spotted Firebug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Corizus,hyoscyami,00662_Animalia_Arthropoda_Insecta_Hemiptera_Rhopalidae_Corizus_hyoscyami
663,Jadera haematoloma,Red-shouldered Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Jadera,haematoloma,00663_Animalia_Arthropoda_Insecta_Hemiptera_Rhopalidae_Jadera_haematoloma
664,Myodocha serripes,Long-necked Seed Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Myodocha,serripes,00664_Animalia_Arthropoda_Insecta_Hemiptera_Rhyparochromidae_Myodocha_serripes
665,Rhyparochromus vulgaris,Rhyparochromus vulgaris,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Rhyparochromus,vulgaris,00665_Animalia_Arthropoda_Insecta_Hemiptera_Rhyparochromidae_Rhyparochromus_vulgaris
666,Scolypopa australis,Passionvine hopper,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Ricaniidae,Scolypopa,australis,00666_Animalia_Arthropoda_Insecta_Hemiptera_Ricaniidae_Scolypopa_australis
667,Cantao ocellatus,Cantao ocellatus,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Cantao,ocellatus,00667_Animalia_Arthropoda_Insecta_Hemiptera_Scutelleridae_Cantao_ocellatus
668,Poecilocoris lewisi,Clown Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Poecilocoris,lewisi,00668_Animalia_Arthropoda_Insecta_Hemiptera_Scutelleridae_Poecilocoris_lewisi
669,Tectocoris diophthalmus,Hibiscus Harlequin Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Tectocoris,diophthalmus,00669_Animalia_Arthropoda_Insecta_Hemiptera_Scutelleridae_Tectocoris_diophthalmus
670,Tessaratoma papillosa,Lychee Stink Bug,Insects,Animalia,Arthropoda,Insecta,Hemiptera,Tessaratomidae,Tessaratoma,papillosa,00670_Animalia_Arthropoda_Insecta_Hemiptera_Tessaratomidae_Tessaratoma_papillosa
671,Andrena cineraria,Ashy Mining Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,cineraria,00671_Animalia_Arthropoda_Insecta_Hymenoptera_Andrenidae_Andrena_cineraria
672,Andrena fulva,Tawny Mining Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,fulva,00672_Animalia_Arthropoda_Insecta_Hymenoptera_Andrenidae_Andrena_fulva
673,Andrena wilkella,Wilke's Mining Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,wilkella,00673_Animalia_Arthropoda_Insecta_Hymenoptera_Andrenidae_Andrena_wilkella
674,Anthophora californica,California Anthophora,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,californica,00674_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Anthophora_californica
675,Anthophora urbana,Urbane Digger Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,urbana,00675_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Anthophora_urbana
676,Apis cerana,Asian Honey Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,cerana,00676_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Apis_cerana
677,Apis dorsata,Giant Honey Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,dorsata,00677_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Apis_dorsata
678,Apis florea,Dwarf Honey Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,florea,00678_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Apis_florea
679,Apis mellifera,Western Honey Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,mellifera,00679_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Apis_mellifera
680,Bombus auricomus,Black-and-gold Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,auricomus,00680_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_auricomus
681,Bombus bimaculatus,Two-spotted Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,bimaculatus,00681_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_bimaculatus
682,Bombus borealis,Northern Amber Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,borealis,00682_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_borealis
683,Bombus californicus,California Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,californicus,00683_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_californicus
684,Bombus citrinus,Lemon Cuckoo Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,citrinus,00684_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_citrinus
685,Bombus fervidus,Yellow Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,fervidus,00685_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_fervidus
686,Bombus flavifrons,Yellow-Fronted Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,flavifrons,00686_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_flavifrons
687,Bombus griseocollis,Brown-belted Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,griseocollis,00687_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_griseocollis
688,Bombus huntii,Hunt's Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,huntii,00688_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_huntii
689,Bombus hypnorum,Tree Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,hypnorum,00689_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_hypnorum
690,Bombus impatiens,Common Eastern Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,impatiens,00690_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_impatiens
691,Bombus lapidarius,Large Red-tailed Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,lapidarius,00691_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_lapidarius
692,Bombus melanopygus,Black-tailed Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,melanopygus,00692_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_melanopygus
693,Bombus mixtus,Fuzzy-Horned Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,mixtus,00693_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_mixtus
694,Bombus nevadensis,Nevada Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,nevadensis,00694_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_nevadensis
695,Bombus pascuorum,Common Carder Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,pascuorum,00695_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_pascuorum
696,Bombus pensylvanicus,American Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,pensylvanicus,00696_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_pensylvanicus
697,Bombus perplexus,Perplexing Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,perplexus,00697_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_perplexus
